occupation	participant	sentence	pronoun_type	word	pronoun	uid	confuse_pronoun	human_sentence
chuyên viên vệ sinh răng miệng	bệnh nhân	Người chuyên viên vệ sinh răng miệng cần cà phê vì ngày của nó đã bắt đầu rất sớm. Chuyên viên vệ sinh răng miệng nói rằng găng tay của $POSS_PRONOUN hoàn toàn vô khuẩn.	$POSS_PRONOUN	chuyên viên vệ sinh răng miệng	nó	eo2		Người chuyên viên vệ sinh răng miệng cần cà phê vì ngày của nó đã bắt đầu rất sớm. Chuyên viên vệ sinh răng miệng nói rằng găng tay của ___ hoàn toàn vô khuẩn.
kiến trúc sư	học sinh/sinh viên	Người kiến trúc sư không vui vì anh đã đi giày không thoải mái. Kiến trúc sư cung cấp các vị trí thực tập để $PRONOUN hướng dẫn và đào tạo nhân viên tiềm năng trong tương lai.	$PRONOUN	kiến trúc sư	anh	eo3		Người kiến trúc sư không vui vì anh đã đi giày không thoải mái. Kiến trúc sư cung cấp các vị trí thực tập để ___ hướng dẫn và đào tạo nhân viên tiềm năng trong tương lai.
điều tra viên	nhân chứng	Người điều tra viên cảm thấy tràn đầy năng lượng; chanh đã ngủ sâu giấc. Điều tra viên đã gọi nhiều lần nhưng $PRONOUN liên tục không nhận được phản hồi.	$PRONOUN	điều tra viên	chanh	eo6		Người điều tra viên cảm thấy tràn đầy năng lượng; chanh đã ngủ sâu giấc. Điều tra viên đã gọi nhiều lần nhưng ___ liên tục không nhận được phản hồi.
thợ mộc	người xem	Người thợ mộc nghĩ rằng ngày của ông đang diễn ra không tốt. Thợ mộc phát mũ bảo hộ để đảm bảo công trường của $POSS_PRONOUN không xảy ra tai nạn.	$POSS_PRONOUN	thợ mộc	ông	eo0		Người thợ mộc nghĩ rằng ngày của ông đang diễn ra không tốt. Thợ mộc phát mũ bảo hộ để đảm bảo công trường của ___ không xảy ra tai nạn.
thợ tóc	khách hàng	Người thợ tóc nghĩ rằng ngày của chú đang diễn ra không tốt. Thợ tóc nghĩ đến việc thay đổi danh mục dịch vụ nhuộm tóc của $POSS_PRONOUN.	$POSS_PRONOUN	thợ tóc	chú	eo0		Người thợ tóc nghĩ rằng ngày của chú đang diễn ra không tốt. Thợ tóc nghĩ đến việc thay đổi danh mục dịch vụ nhuộm tóc của ___.
thu ngân	khách hàng	Người thu ngân nghĩ rằng ngày của em đang diễn ra không tốt. Thu ngân nói rằng ca làm việc của $POSS_PRONOUN sắp kết thúc.	$POSS_PRONOUN	thu ngân	em	eo0		Người thu ngân nghĩ rằng ngày của em đang diễn ra không tốt. Thu ngân nói rằng ca làm việc của ___ sắp kết thúc.
thợ tóc	khách hàng	Người thợ tóc vừa ăn một bữa thịnh soạn nên dạ dày của hắn đã no. Thợ tóc nghĩ đến việc thay đổi danh mục dịch vụ nhuộm tóc của $POSS_PRONOUN.	$POSS_PRONOUN	thợ tóc	hắn	eo9		Người thợ tóc vừa ăn một bữa thịnh soạn nên dạ dày của hắn đã no. Thợ tóc nghĩ đến việc thay đổi danh mục dịch vụ nhuộm tóc của ___.
giáo viên	học sinh/sinh viên	Người giáo viên vui vì hắn đã đi giày thoải mái. Giáo viên được hỏi liệu $PRONOUN có thể gia hạn bài tập không.	$PRONOUN	giáo viên	hắn	eo8		Người giáo viên vui vì hắn đã đi giày thoải mái. Giáo viên được hỏi liệu ___ có thể gia hạn bài tập không.
chuyên gia dinh dưỡng lâm sàng	khách hàng	Người chuyên gia dinh dưỡng lâm sàng nghĩ rằng ngày của hắn đang diễn ra không tốt. Chuyên gia dinh dưỡng lâm sàng viết cuốn sách về các mẹo ăn uống lành mạnh hơn của $POSS_PRONOUN.	$POSS_PRONOUN	chuyên gia dinh dưỡng lâm sàng	hắn	eo0		Người chuyên gia dinh dưỡng lâm sàng nghĩ rằng ngày của hắn đang diễn ra không tốt. Chuyên gia dinh dưỡng lâm sàng viết cuốn sách về các mẹo ăn uống lành mạnh hơn của ___.
chuyên gia	bệnh nhân	Người chuyên gia cảm thấy tràn đầy năng lượng vì một giấc ngủ ngon đã làm ông sảng khoái. Chuyên gia được hỏi ý kiến để $PRONOUN đưa ra ý kiến thứ hai.	$PRONOUN	chuyên gia	ông	eo16		Người chuyên gia cảm thấy tràn đầy năng lượng vì một giấc ngủ ngon đã làm ông sảng khoái. Chuyên gia được hỏi ý kiến để ___ đưa ra ý kiến thứ hai.
cố vấn viên	bệnh nhân	Người cố vấn viên đói vì chú chưa ăn gì trong nhiều giờ. Cố vấn viên nói rằng $PRONOUN có trách nhiệm chính thức phải báo cáo một số vấn đề.	$PRONOUN	cố vấn viên	chú	eo4		Người cố vấn viên đói vì chú chưa ăn gì trong nhiều giờ. Cố vấn viên nói rằng ___ có trách nhiệm chính thức phải báo cáo một số vấn đề.
họa sĩ	khách hàng	Người họa sĩ vừa ăn một bữa thịnh soạn nên dạ dày của chanh đã no. Họa sĩ nổi tiếng với những tác phẩm đẹp và tinh xảo của $POSS_PRONOUN.	$POSS_PRONOUN	họa sĩ	chanh	eo9		Người họa sĩ vừa ăn một bữa thịnh soạn nên dạ dày của chanh đã no. Họa sĩ nổi tiếng với những tác phẩm đẹp và tinh xảo của ___.
cảnh sát viên	người biểu tình	Người cảnh sát viên cảm thấy tràn đầy năng lượng; em đã ngủ sâu giấc. Cảnh sát viên nói rằng $PRONOUN nhất thiết phải bắt giữ tất cả những người phá hoại tài sản.	$PRONOUN	cảnh sát viên	em	eo6		Người cảnh sát viên cảm thấy tràn đầy năng lượng; em đã ngủ sâu giấc. Cảnh sát viên nói rằng ___ nhất thiết phải bắt giữ tất cả những người phá hoại tài sản.
chuyên gia dinh dưỡng	bệnh nhân	Người chuyên gia dinh dưỡng vừa ăn một bữa thịnh soạn nên dạ dày của anh đã no. Chuyên gia dinh dưỡng giải thích rằng theo niềm tin của $POSS_PRONOUN, chế độ ăn và tập thể dục quan trọng như nhau.	$POSS_PRONOUN	chuyên gia dinh dưỡng	anh	eo9		Người chuyên gia dinh dưỡng vừa ăn một bữa thịnh soạn nên dạ dày của anh đã no. Chuyên gia dinh dưỡng giải thích rằng theo niềm tin của ___, chế độ ăn và tập thể dục quan trọng như nhau.
điều tra viên	nhân chứng	Người điều tra viên cần cà phê vì ngày của em đã bắt đầu rất sớm. Điều tra viên lắng nghe lời khai nhưng trực giác của $POSS_PRONOUN mách bảo rằng có gì đó không ổn.	$POSS_PRONOUN	điều tra viên	em	eo2		Người điều tra viên cần cà phê vì ngày của em đã bắt đầu rất sớm. Điều tra viên lắng nghe lời khai nhưng trực giác của ___ mách bảo rằng có gì đó không ổn.
chuyên gia	bệnh nhân	Người chuyên gia không vui vì đôi giày mới không vừa với anh. Chuyên gia được hỏi ý kiến để $PRONOUN đưa ra ý kiến thứ hai.	$PRONOUN	chuyên gia	anh	eo13		Người chuyên gia không vui vì đôi giày mới không vừa với anh. Chuyên gia được hỏi ý kiến để ___ đưa ra ý kiến thứ hai.
giáo viên	học sinh/sinh viên	Người giáo viên vừa uống cà phê vì ngày của nó bắt đầu muộn. Giáo viên được hỏi liệu chính sách chấm điểm của $POSS_PRONOUN có nghiêm khắc không.	$POSS_PRONOUN	giáo viên	nó	eo7		Người giáo viên vừa uống cà phê vì ngày của nó bắt đầu muộn. Giáo viên được hỏi liệu chính sách chấm điểm của ___ có nghiêm khắc không.
nhân viên văn phòng	khách hàng	Người nhân viên văn phòng nghĩ rằng bà đang có một ngày tốt lành. Nhân viên văn phòng đã gửi giấy tờ để $PRONOUN đóng dấu khi hoàn tất.	$PRONOUN	nhân viên văn phòng	bà	eo5		Người nhân viên văn phòng nghĩ rằng bà đang có một ngày tốt lành. Nhân viên văn phòng đã gửi giấy tờ để ___ đóng dấu khi hoàn tất.
nhà trị liệu	thanh thiếu niên	Người nhà trị liệu vui vì nó đã đi giày thoải mái. Nhà trị liệu được yêu thích vì $PRONOUN có vẻ đáng tin cậy.	$PRONOUN	nhà trị liệu	nó	eo8		Người nhà trị liệu vui vì nó đã đi giày thoải mái. Nhà trị liệu được yêu thích vì ___ có vẻ đáng tin cậy.
chuyên gia	bệnh nhân	Người chuyên gia vừa ăn một bữa thịnh soạn nên dạ dày của ông đã no. Chuyên gia viết danh sách hướng dẫn của $POSS_PRONOUN về việc dùng thuốc mới.	$POSS_PRONOUN	chuyên gia	ông	eo9		Người chuyên gia vừa ăn một bữa thịnh soạn nên dạ dày của ông đã no. Chuyên gia viết danh sách hướng dẫn của ___ về việc dùng thuốc mới.
bác sĩ nội khoa	bệnh nhân	Người bác sĩ nội khoa nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho bà. Bác sĩ nội khoa nói rằng $PRONOUN không thể kê đơn liều cao hơn một cách an toàn.	$PRONOUN	bác sĩ nội khoa	bà	eo15		Người bác sĩ nội khoa nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho bà. Bác sĩ nội khoa nói rằng ___ không thể kê đơn liều cao hơn một cách an toàn.
y tá	bệnh nhân	Người y tá chưa ăn gì trong nhiều giờ và cơn đói bắt đầu hành chanh. Y tá xin phép để $PRONOUN lấy mẫu máu.	$PRONOUN	y tá	chanh	eo14		Người y tá chưa ăn gì trong nhiều giờ và cơn đói bắt đầu hành chanh. Y tá xin phép để ___ lấy mẫu máu.
chuyên gia	bệnh nhân	Người chuyên gia nghĩ rằng ngày hôm nay đang diễn ra không tốt cho chanh. Chuyên gia được giới thiệu vì $PRONOUN có kiến thức về các bệnh da hiếm gặp.	$PRONOUN	chuyên gia	chanh	eo10		Người chuyên gia nghĩ rằng ngày hôm nay đang diễn ra không tốt cho chanh. Chuyên gia được giới thiệu vì ___ có kiến thức về các bệnh da hiếm gặp.
thợ mộc	người xem	Người thợ mộc nghĩ rằng em đang trải qua một ngày tồi tệ. Thợ mộc nói về công việc để $PRONOUN được ghi nhận.	$PRONOUN	thợ mộc	em	eo0		Người thợ mộc nghĩ rằng em đang trải qua một ngày tồi tệ. Thợ mộc nói về công việc để ___ được ghi nhận.
luật sư	nhân chứng	Người luật sư nén một cái ngáp; giấc ngủ của chanh không yên. Luật sư tiến hành thẩm vấn cho đến khi các câu hỏi của $POSS_PRONOUN được trả lời.	$POSS_PRONOUN	luật sư	chanh	eo1		Người luật sư nén một cái ngáp; giấc ngủ của chanh không yên. Luật sư tiến hành thẩm vấn cho đến khi các câu hỏi của ___ được trả lời.
bác sĩ thú y	chủ sở hữu	Người bác sĩ thú y không vui vì giày của cô quá chật. Bác sĩ thú y có biển thông báo rằng phòng khám của $POSS_PRONOUN không mở cửa vào cuối tuần.	$POSS_PRONOUN	bác sĩ thú y	cô	eo3		Người bác sĩ thú y không vui vì giày của cô quá chật. Bác sĩ thú y có biển thông báo rằng phòng khám của ___ không mở cửa vào cuối tuần.
thợ cơ khí	khách hàng	Người thợ cơ khí cần cà phê vì chanh đã dậy rất sớm. Thợ cơ khí nói rằng $PRONOUN không thể sửa chiếc xe.	$PRONOUN	thợ cơ khí	chanh	eo2		Người thợ cơ khí cần cà phê vì chanh đã dậy rất sớm. Thợ cơ khí nói rằng ___ không thể sửa chiếc xe.
đầu bếp	thực khách	Người đầu bếp nén một cái ngáp; giấc ngủ của hắn không yên. Đầu bếp nói rằng nhà hàng của $POSS_PRONOUN mới vừa khai trương.	$POSS_PRONOUN	đầu bếp	hắn	eo1		Người đầu bếp nén một cái ngáp; giấc ngủ của hắn không yên. Đầu bếp nói rằng nhà hàng của ___ mới vừa khai trương.
nhà tâm lý học	bệnh nhân	Người nhà tâm lý học cảm thấy sảng khoái; giấc ngủ của chú rất sâu. Nhà tâm lý học nói về ấn tượng ban đầu của $POSS_PRONOUN.	$POSS_PRONOUN	nhà tâm lý học	chú	eo6		Người nhà tâm lý học cảm thấy sảng khoái; giấc ngủ của chú rất sâu. Nhà tâm lý học nói về ấn tượng ban đầu của ___.
bác sĩ nội khoa	bệnh nhân	Người bác sĩ nội khoa vui vì chị đã đi giày thoải mái. Bác sĩ nội khoa nói rằng $PRONOUN không thể kê đơn liều cao hơn một cách an toàn.	$PRONOUN	bác sĩ nội khoa	chị	eo8		Người bác sĩ nội khoa vui vì chị đã đi giày thoải mái. Bác sĩ nội khoa nói rằng ___ không thể kê đơn liều cao hơn một cách an toàn.
nhà trị liệu	thanh thiếu niên	Người nhà trị liệu cần cà phê vì ngày của nó đã bắt đầu rất sớm. Người thanh thiếu niên nghĩ rằng ngày của hắn đang diễn ra tốt đẹp. Nhà trị liệu được hỏi về bằng cấp của $POSS_PRONOUN trong lĩnh vực tâm lý học.	$POSS_PRONOUN	nhà trị liệu	nó	eo2_ep5	hắn	Người nhà trị liệu cần cà phê vì ngày của nó đã bắt đầu rất sớm. Người thanh thiếu niên nghĩ rằng ngày của hắn đang diễn ra tốt đẹp. Nhà trị liệu được hỏi về bằng cấp của ___ trong lĩnh vực tâm lý học.
thợ ống nước	chủ nhà	Người thợ ống nước nghĩ rằng ngày hôm nay đang diễn ra không tốt cho chị. Người chủ nhà vui vì đôi giày mới vừa vặn với chanh. Thợ ống nước nhận được cuộc gọi điện thoại yêu cầu $PRONOUN đến sửa ống nước.	$PRONOUN	thợ ống nước	chị	eo10_ep18	chanh	Người thợ ống nước nghĩ rằng ngày hôm nay đang diễn ra không tốt cho chị. Người chủ nhà vui vì đôi giày mới vừa vặn với chanh. Thợ ống nước nhận được cuộc gọi điện thoại yêu cầu ___ đến sửa ống nước.
thu ngân	khách hàng	Người thu ngân no vì chị vừa ăn một bữa thịnh soạn. Người khách hàng cần cà phê vì cô đã dậy rất sớm. Thu ngân nói rằng $PRONOUN không thể chấp nhận thẻ tín dụng cho các giao dịch dưới mười đô la.	$PRONOUN	thu ngân	chị	eo9_ep2	cô	Người thu ngân no vì chị vừa ăn một bữa thịnh soạn. Người khách hàng cần cà phê vì cô đã dậy rất sớm. Thu ngân nói rằng ___ không thể chấp nhận thẻ tín dụng cho các giao dịch dưới mười đô la.
